customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,num_admin_tickets,num_tech_tickets,churn
CHURN01258,Male,0,No,No,12,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,No,Credit card,130.6,1821.01,10,15,Yes
CHURN01259,Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,One year,No,Electronic check,64.35,1774.12,8,5,No
CHURN01260,Male,1,No,No,15,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Credit card,35.36,491.88,3,3,No
CHURN01261,Male,0,No,Yes,42,Yes,No,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,116.53,4335.66,5,8,Yes
CHURN01262,Male,0,Yes,No,41,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,73.86,3559.56,7,8,No
CHURN01263,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,55.54,1088.39,8,5,No
CHURN01264,Male,0,Yes,No,26,No,No,DSL,Yes,Yes,Yes,No internet service,No,No,One year,No,Electronic check,103.29,2986.29,6,5,Yes
CHURN01265,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,115.02,3957.07,6,7,Yes
CHURN01266,Male,0,Yes,Yes,61,No,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Bank transfer,127.42,7207.4,0,6,No
CHURN01267,Female,1,No,No,29,No,No phone service,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card,114.6,3872.38,0,15,No
CHURN01268,Male,0,No,Yes,22,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,61.96,1486.54,2,15,No
CHURN01269,Female,1,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Credit card,184.54,10366.17,9,15,Yes
CHURN01270,Female,0,Yes,Yes,22,No,Yes,No,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,176.07,4224.4,0,11,No
CHURN01271,Male,0,No,No,64,Yes,No phone service,No,No,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,73.24,4963.19,9,9,No
CHURN01272,Female,0,Yes,No,43,No,Yes,No,Yes,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,99.23,4883.85,4,12,No
CHURN01273,Female,1,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,116.31,7564.37,0,4,Yes
CHURN01274,Male,1,Yes,No,15,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,48.04,793.51,5,11,Yes
CHURN01275,Female,0,No,No,36,No,Yes,No,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Credit card,69.17,2931.97,0,9,No
CHURN01276,Male,0,Yes,No,26,No,No,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,33.4,719.43,1,10,No
CHURN01277,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,81.97,3046.01,0,6,No
CHURN01278,Male,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,175.66,2832.54,3,7,Yes
CHURN01279,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,199.57,1157.58,7,14,No
CHURN01280,Male,0,Yes,No,4,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,194.91,693.08,1,13,Yes
CHURN01281,Male,1,Yes,No,30,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,187.94,5740.94,4,9,Yes
CHURN01282,Female,0,No,Yes,10,Yes,Yes,No,Yes,No,No internet service,No,No,Yes,Two year,No,Credit card,130.11,1330.69,9,0,No
CHURN01283,Male,0,No,No,49,No,Yes,DSL,Yes,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,144.75,5986.88,7,15,Yes
CHURN01284,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,154.87,9195.77,1,4,No
CHURN01285,Male,0,Yes,Yes,46,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,55.97,3001.22,4,3,No
CHURN01286,Male,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,107.82,501.71,0,10,Yes
CHURN01287,Male,1,Yes,Yes,11,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer,183.19,2297.31,1,1,No
CHURN01288,Male,0,No,No,19,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,35.31,723.25,3,1,Yes
CHURN01289,Female,0,Yes,No,12,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,57.45,682.95,7,10,No
CHURN01290,Male,0,No,No,46,No,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,106.25,5229.48,6,0,No
CHURN01291,Female,1,No,Yes,29,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,No,Two year,Yes,Electronic check,179.82,4537.29,2,1,Yes
CHURN01292,Male,0,Yes,Yes,54,Yes,No phone service,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Bank transfer,140.35,7516.17,4,2,No
CHURN01293,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,One year,No,Mailed check,101.57,924.12,5,14,No
CHURN01294,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,119.63,5057.94,0,10,No
CHURN01295,Male,0,Yes,No,29,No,No phone service,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,167.88,4604.28,10,11,Yes
CHURN01296,Female,0,No,Yes,8,No,No,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,51.06,330.25,3,6,Yes
CHURN01297,Female,0,Yes,No,36,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card,88.52,2796.25,9,14,Yes
CHURN01298,Male,0,Yes,Yes,27,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,90.83,2539.71,6,6,Yes
CHURN01299,Male,1,Yes,Yes,13,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer,167.74,1922.39,4,9,Yes
CHURN01300,Male,0,No,Yes,22,Yes,No,No,No internet service,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer,165.14,4320.25,2,8,No
CHURN01301,Male,1,Yes,No,58,No,No phone service,No,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card,71.96,3546.31,6,12,No
CHURN01302,Male,0,Yes,Yes,40,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,195.85,7780.79,7,8,No
CHURN01303,Male,0,Yes,No,19,No,No,No,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,124.55,2587.94,6,0,No
CHURN01304,Female,0,No,No,63,No,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,56.97,2939.6,2,14,No
CHURN01305,Male,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer,123.22,4390.51,2,9,Yes
CHURN01306,Male,1,Yes,No,6,No,No,No,Yes,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,43.89,278.22,1,1,Yes
CHURN01307,Male,0,Yes,No,54,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,57.27,2640.23,9,7,Yes
CHURN01308,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No internet service,One year,No,Electronic check,92.59,2501.27,10,14,No
CHURN01309,Female,1,No,No,64,Yes,No phone service,DSL,Yes,No internet service,No,No,No,No,Two year,No,Electronic check,78.89,5397.39,9,0,Yes
CHURN01310,Female,1,Yes,No,8,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer,109.49,981.45,1,12,Yes
CHURN01311,Male,0,No,No,3,No,No,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Credit card,27.52,92.08,5,8,No
CHURN01312,Male,0,No,Yes,27,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,28.74,676.79,5,5,No
CHURN01313,Female,0,No,Yes,36,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,184.77,7377.99,6,7,No
CHURN01314,Female,1,No,Yes,70,No,No,No,No,No internet service,No,Yes,No internet service,No,One year,Yes,Mailed check,96.11,7481.79,10,14,No
CHURN01315,Female,1,No,Yes,36,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,142.77,5022.85,2,5,No
CHURN01316,Male,0,Yes,Yes,66,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,One year,No,Bank transfer,42.17,2965.89,9,5,No
CHURN01317,Female,0,Yes,No,36,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,132.59,5579.54,3,7,Yes
CHURN01318,Male,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,97.97,818.52,3,1,Yes
CHURN01319,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,170.09,2625.36,3,6,Yes
CHURN01320,Male,1,Yes,Yes,46,Yes,No phone service,No,Yes,No,No,No internet service,No,No,One year,Yes,Credit card,99.96,3874.87,9,4,No
CHURN01321,Female,0,No,Yes,67,Yes,No phone service,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,81.22,5760.79,9,10,No
CHURN01322,Male,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer,22.38,385.01,6,9,No
CHURN01323,Female,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,One year,No,Bank transfer,137.09,139.23,6,13,Yes
CHURN01324,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,77.73,4008.98,0,11,No
CHURN01325,Male,0,No,Yes,40,No,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card,138.19,5706.76,0,3,No
CHURN01326,Male,0,No,No,67,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,72.92,4126.9,9,10,No
CHURN01327,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,117.87,6070.38,0,10,Yes
CHURN01328,Male,0,Yes,No,50,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,41.95,2122.39,7,6,Yes
CHURN01329,Male,0,No,Yes,46,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No,Two year,No,Credit card,66.93,2513.0,8,12,No
CHURN01330,Female,0,Yes,Yes,12,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card,49.1,681.58,0,1,No
CHURN01331,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer,74.89,1338.02,0,10,No
CHURN01332,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,81.78,535.21,8,1,Yes
CHURN01333,Male,0,No,Yes,13,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card,66.66,706.11,0,15,No
CHURN01334,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,129.86,3220.43,10,8,No
CHURN01335,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,79.41,6065.89,0,11,No
CHURN01336,Female,0,No,No,67,No,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,74.9,4895.54,2,5,No
CHURN01337,Female,0,Yes,Yes,2,No,Yes,No,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card,90.53,157.23,5,8,No
CHURN01338,Male,1,No,No,42,Yes,No,No,No,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,97.39,4355.48,7,11,Yes
CHURN01339,Male,1,No,Yes,58,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card,113.27,6464.19,9,5,No
CHURN01340,Male,0,Yes,No,53,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,31.91,1776.1,10,0,No
CHURN01341,Female,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,One year,Yes,Electronic check,152.41,7497.82,1,13,Yes
CHURN01342,Female,0,Yes,Yes,62,Yes,No,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,191.01,10030.41,8,10,No
CHURN01343,Female,0,No,No,52,No,Yes,No,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,77.22,4447.12,10,1,No
CHURN01344,Female,0,No,No,15,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,51.35,742.06,3,4,No
CHURN01345,Female,0,Yes,No,10,No,No,DSL,No internet service,No,No,No,No,Yes,One year,No,Bank transfer,194.3,1913.93,3,13,No
CHURN01346,Female,1,No,No,30,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,53.95,1482.27,5,5,No
CHURN01347,Female,0,No,Yes,59,Yes,Yes,DSL,No,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer,108.81,6696.38,4,12,No
CHURN01348,Male,1,No,Yes,2,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.93,94.3,3,6,Yes
CHURN01349,Female,0,No,Yes,49,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,41.7,1979.65,6,11,No
CHURN01350,Female,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,182.92,6477.7,4,1,Yes
CHURN01351,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,100.4,5960.49,8,5,No
CHURN01352,Female,0,No,No,52,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card,183.45,10486.82,2,3,No
CHURN01353,Male,1,Yes,Yes,18,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,108.64,1894.39,4,2,Yes
CHURN01354,Female,1,Yes,No,43,Yes,Yes,No,No internet service,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,158.35,6490.38,0,2,No
CHURN01355,Male,0,No,No,56,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer,102.11,4644.78,1,4,No
CHURN01356,Male,1,Yes,No,54,No,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card,153.73,7718.34,6,11,No
CHURN01357,Male,0,Yes,No,19,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,124.32,2526.66,6,3,No
CHURN01358,Male,0,Yes,No,51,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,35.26,1462.72,1,10,Yes
CHURN01359,Female,1,Yes,No,23,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,162.64,4002.15,7,0,Yes
CHURN01360,Female,0,Yes,No,23,Yes,No phone service,No,Yes,No,No,Yes,No internet service,Yes,One year,No,Bank transfer,85.14,2324.04,7,14,Yes
CHURN01361,Female,0,Yes,No,38,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,97.12,3628.6,8,3,No
CHURN01362,Female,0,No,No,28,No,No,No,No internet service,Yes,No,No,Yes,No,One year,Yes,Electronic check,149.97,4855.61,2,9,No
CHURN01363,Male,0,No,No,51,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card,182.45,9938.91,6,2,No
CHURN01364,Female,0,Yes,Yes,34,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,169.43,6618.78,9,15,Yes
CHURN01365,Male,0,Yes,Yes,65,No,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,140.74,10931.47,5,5,Yes
CHURN01366,Female,1,Yes,No,42,No,Yes,DSL,No internet service,No,No,Yes,No internet service,No,One year,Yes,Electronic check,86.73,4317.11,4,8,No
CHURN01367,Male,0,Yes,Yes,30,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer,179.03,5880.11,6,0,No
CHURN01368,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,No,Bank transfer,32.44,1522.15,10,7,No
CHURN01369,Male,0,No,No,37,No,No,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,183.26,5544.74,1,9,Yes
CHURN01370,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,66.14,1584.79,10,14,No
CHURN01371,Male,0,No,Yes,11,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,154.1,2026.44,9,12,Yes
CHURN01372,Female,0,Yes,Yes,59,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,160.95,8613.6,6,0,Yes
CHURN01373,Female,0,Yes,No,8,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,101.37,793.85,2,13,No
CHURN01374,Male,0,Yes,Yes,53,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,85.36,4567.45,1,10,No
CHURN01375,Male,0,Yes,Yes,67,No,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,Yes,Credit card,138.7,10271.73,3,13,No
CHURN01376,Male,1,No,No,38,No,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,138.13,4560.43,6,2,Yes
CHURN01377,Male,0,No,No,2,Yes,No,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,169.37,405.49,7,14,No
CHURN01378,Male,1,No,No,25,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,60.0,1231.76,4,10,No
CHURN01379,Male,0,Yes,No,9,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Bank transfer,164.99,1415.02,0,1,Yes
CHURN01380,Male,1,Yes,No,1,No,No,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,146.31,131.76,7,11,No
CHURN01381,Male,0,Yes,Yes,2,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer,155.39,258.87,1,1,Yes
CHURN01382,Male,0,No,Yes,16,No,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Bank transfer,187.92,3466.68,10,12,Yes
CHURN01383,Male,0,No,Yes,32,No,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,194.23,5853.71,8,0,No
CHURN01384,Male,1,Yes,No,64,Yes,No,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,116.6,7516.14,0,0,Yes
CHURN01385,Male,1,No,Yes,26,No,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,41.16,1185.03,4,14,No
CHURN01386,Female,0,No,No,32,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,98.57,2892.78,7,15,No
CHURN01387,Female,1,Yes,No,35,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,26.94,802.87,9,8,Yes
CHURN01388,Female,0,Yes,No,51,No,No phone service,No,Yes,No,No,No internet service,No internet service,No,One year,Yes,Mailed check,131.53,6216.25,8,3,Yes
CHURN01389,Female,0,Yes,No,53,No,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,55.76,3464.3,10,14,No
CHURN01390,Female,1,Yes,No,58,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,115.76,6826.27,6,12,No
CHURN01391,Male,0,No,No,59,No,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,134.3,7557.14,4,2,No
CHURN01392,Male,1,Yes,No,44,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,83.71,3451.77,8,11,No
CHURN01393,Female,1,Yes,No,10,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,189.58,1921.04,6,5,Yes
CHURN01394,Female,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,39.32,533.25,6,2,No
CHURN01395,Male,0,Yes,Yes,22,No,No,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,149.64,2653.24,5,0,Yes
CHURN01396,Male,0,No,Yes,16,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,Two year,No,Electronic check,162.13,3057.79,2,5,Yes
CHURN01397,Female,1,Yes,No,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,35.17,1356.91,3,4,No
CHURN01398,Female,1,Yes,Yes,47,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,No,Bank transfer,69.57,2854.29,1,10,No
CHURN01399,Female,0,No,No,12,No,No,DSL,Yes,No,No,No,No,No internet service,One year,No,Mailed check,39.45,530.74,1,9,Yes
CHURN01400,Male,0,No,Yes,17,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,49.15,939.53,6,0,Yes
CHURN01401,Male,0,Yes,Yes,12,Yes,Yes,No,No,Yes,Yes,No internet service,No,No,One year,Yes,Credit card,157.3,2058.74,5,9,No
CHURN01402,Female,0,Yes,Yes,49,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer,64.05,3410.61,1,2,No
CHURN01403,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,27.41,525.27,7,0,No
CHURN01404,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,One year,No,Credit card,65.15,1803.11,9,0,No
CHURN01405,Female,0,No,Yes,45,Yes,No,No,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,151.14,5639.66,4,13,No
CHURN01406,Male,0,Yes,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer,89.46,7370.06,9,9,No
CHURN01407,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer,24.26,1939.54,6,13,No
CHURN01408,Male,0,No,No,58,No,No,No,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,186.9,11785.11,6,3,No
CHURN01409,Female,0,Yes,Yes,32,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,59.57,2128.59,6,3,Yes
CHURN01410,Male,1,No,No,41,No,No phone service,No,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,117.98,5645.74,9,11,Yes
CHURN01411,Female,0,No,Yes,33,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Mailed check,66.76,2344.5,10,11,No
CHURN01412,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer,157.63,6045.67,3,8,No
CHURN01413,Female,0,No,No,54,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,196.23,9942.48,3,14,Yes
CHURN01414,Female,0,No,Yes,47,No,Yes,DSL,No,No,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,165.55,9158.43,10,2,No
CHURN01415,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,94.48,540.53,10,3,No
CHURN01416,Female,0,Yes,No,37,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,88.43,2886.65,3,6,Yes
CHURN01417,Male,0,No,Yes,72,No,No phone service,No,No internet service,No,No internet service,Yes,No,Yes,One year,No,Credit card,86.57,5673.63,5,14,No
CHURN01418,Female,1,Yes,Yes,53,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,81.53,4958.36,9,9,No
CHURN01419,Male,0,Yes,Yes,10,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,58.67,649.04,5,10,No
CHURN01420,Female,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Electronic check,87.58,5719.83,2,13,Yes
CHURN01421,Male,0,Yes,No,33,No,No phone service,DSL,Yes,No,No,No internet service,No,No internet service,One year,No,Electronic check,186.74,4944.98,9,0,No
CHURN01422,Male,0,No,Yes,66,No,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,189.85,11338.61,9,7,Yes
CHURN01423,Female,0,Yes,No,33,Yes,No phone service,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card,24.98,916.52,3,4,No
CHURN01424,Female,0,No,Yes,11,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,67.05,665.79,10,12,Yes
CHURN01425,Male,0,Yes,No,13,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,90.7,1286.83,7,12,Yes
CHURN01426,Female,1,Yes,Yes,35,No,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,104.17,3663.03,3,1,No
